idx,text,label
60,"Hello netters:)  Does anyone out there know any FTP sites for projects,
plans, etc of an electrical nature?  

-Jason",12
61,": Does anyone know what is available in terms of automated testing
: of X/Motif applications. I am thinking of a system which I could
: program (or which could record events/output) with our verification
: test procedures and then run/rerun each time we do regression
: testing. I am interested in a product like this for our UNIX
: projects and for a separate project which will be using OpenVMS.

A question like this is answered in the FAQ, about sharing X windows.
One of the answers is XTrap, a record and playback extenstion to X.  You
can find it at export.lcs.mit.edu:/contrib/XTrapV33_X11R5.tar.Z.

Does anyone know of a program which doesn't require an X extension?  Most
the the X servers we have at work have vendor extensions which we can't
modify, so XTrap doesn't help up.  There is X conferencing software at
mit, but I don't know how easy it would be to modify it to do record and
playback.

Any help would be appreciated.",5
62,"I notice the Toshiba 3401 has 3 versions, B - internal, E - external and P -
portable.  Can anyone tell me the difference between the portable and the
external version?  Where in the SF Bay Area can I find a model P?

Thanks,  --Bill",4
63,"Hey now,

The following cds are still available. Offers/trades considered.

Gowan - Lost Brotherhood
Katrina & the Waves - Break of Hearts
Joe Cocker - Live
Charles Neville - Diversity",6
64,": Ford and his automobile.  I need information on whether Ford is
: partially responsible for all of the car accidents and the depletion of
: the ozone layer.  Also, any other additional information will be greatly
: appreciated.  Thanks. 
: 
SSSSSoooooooooooo!!!!! Its all HIS fault!! Thank God Louis Chevrolet is 
innocent! and that guy Diesel, HE otto feel guilty!

",7
65,"[deletions...]



First of all, infinity is a mathematical concept created by humans
to explain certain things in a certain way. We don't know if it actually
applies to reality, we don't know if anything in the world is infinite.


You don't know if the universe is actually continuous. Continuum is another
mathematical concept (based on infinity) used to explain things in a certain
way.


I have a pretty good idea of what infinity is. It's a man-made concept, and
like many man-made concepts, it has evolved through time. Ancient Greeks had
a different understanding of it.


Precicely. We don't even know if infinity applies to reality.
",0
66,"Also note (from <branstad@tis.com> and <walker@tis.com>):

% whois -h rs.internic.net tis-dom
Trusted Information Systems, Inc. (TIS-DOM)
   3060 Washington Road, Route 97
   Glenwood, MD 21738

   Domain Name: TIS.COM

   Administrative Contact:
      Walker, Stephen T.  (STW3)  walker@TIS.COM
      (301) 854-6889
   Technical Contact, Zone Contact:
      Dalva, David I.  (DID1)  dave@TIS.COM
      (301) 854-6889

   Record last updated on 02-Jul-92.

   Domain servers in listed order:

   TIS.COM                      192.33.112.100
   LA.TIS.COM                   192.5.49.8

	And ""dockmaster"" is an infamous address ...
",11
67,"
Wow, the scope of the mission of the ATF continues to expand.  Besides
Alcohol, Tobacco, and Firearms, they now seem to be involded in Child
Protective Services, Drug Enforcement and Tax Evasion.

They look to be on the road to being the nations *boys in blue*!
No Knock in one hand, M-16 in the other.  Zeik-Heil!!!

Lance


",16
68,".d.
.d.
I just thought of another one, in the Bible, so it's definately not because
of *lack* of religion.  The Book of Esther (which I read the other day for
other reasons) describes the origin of Pur'im, a Jewish celbration of joy
and peace.  The long and short of the story is that 75,000 people were
killed when people were tripping over all of the peacefull solutions 
lying about (you couldn't swing a sacred cow without slammin into a nice,
peaceful solution.)  'Course Joshua and the jawbone of an ass spring to
mind...

I agree with Bobby this far: religion as it is used to kill large numbers
of people is usually not used in the form or manner that it was originally
intended for.

That doesn't reduce the number of deaths directly caused by religion, it is
just a minor observation of the fact that there is almost nothing pure in
the Universe.  The very act of honestly attempting to find true meaning in
religious teaching has many times inspired hatred and led to war.  Many
people have been led by religious leaders more involved in their own
stomache-contentsthan in any absolute truth, and have therefore been driven to
kill by their leaders.

The point is that there are many things involved in religion that often
lead to war.  Whether these things are a part of religion, an unpleasant
side effect or (as Bobby would have it) the result of people switching
between Religion and Atheism spontaneously, the results are the same.  

@Religious groups have long been involved in the majority of the bloodiest
parts of Man's history.@

Atheists, on the other hand (preen,preen) are typically not an ideological
social caste, nor are they driven to organize and spread their beliefs.
The overuse of Nazism and Stalinism just show how true this is:  Two groups
with very clear and specific ideologies using religious persecution to
further their means.  Anyone who cannot see the obvious - namely that these
were groups founded for reasons *entirely* their own, who used religious
persecution not because of any belief system but because it made them more
powerfull - is trying too hard.  Basically, Bobby uses these examples
because there are so few wars that were *not* *specifically* fought over
religion that he does not have many choices.

Well, I'm off to Key West where the only flames are heating the bottom of
little silver butter-dishes.

-ciao",0
69,"!-*-!-*-!-*-!-*-!-*-!-*-!-*-!-*-!-*-!-*-!-*-!-*-!-*-!-*-!-*-!-!-*-!-*-!-!-*-!-*!

	Twin Size - Mattress, Box Spring and Frame for SALE.

	** Medico-Pedic [type of mattress?]
	** Excellent condition
        ** 2 yrs old
	** Well maintained
	
	-- You come and pick it up, stuff is located in PaloAlto

	Asking for: $75


	Contact:

		Suresh
		(415)-617-3522 [W]
		(415)-324-9553 [H]
		E-Mail: suresh@pa.dec.com


!-*-!-*-!-*-!-*-!-*-!-*-!-*-!-*-!-*-!-*-!-*-!-*-!-*-!-*-!-*-!-!-*-!-*-!-!-*-!-*!",6
70,"
: Pardon me? Here is to an amherst-clown:
: 
: ""Your three chiefs, Dro, Hamazasp and Kulkhandanian are the ringleaders
:  of the bands which have destroyed Tartar villages and have staged 
:  massacres in Zangezour, Surmali, Etchmiadzin, and Zangibasar. This is
:  intolerable.


Were you expecting a different response? Here is another one:

Source: K. S. Papazian, ""Patriotism Perverted,"" Baikar Press, Boston, 1934, 
        (73 pages with Appendix).

p. 25 (third paragraph)

""Some real fighters sprang up from among the people, who struck terror
 into the hearts of the Turks.""


""Within a few months after the war began, these Armenian guerrilla
 forces, operating in close coordination with the Russians, were
 savagely attacking Turkish cities, towns and villages in the east,
 massacring their inhabitants without mercy, while at the same time
 working to sabotage the Ottoman army's war effort by destroying roads
 and bridges, raiding caravans, and doing whatever else they could to
 ease Russian occupation. The atrocities committed by the Armenian 
 volunteer forces accompanying the Russian army were so severe that the 
 Russian commanders themselves were compelled to withdraw them from the 
 fighting fronts and sent them to rear guard duties. The memoirs of many
 Russian officers who served in the east at this time are filled with 
 accounts of the revolting atrocities committed by these Armenian 
 guerrillas, which were savage even by relatively primitive standards of
 war then observed in such areas.[1]""

[1] ""Journal de Guerre du Deuxieme d'Artillerie de Forteresse Russe 
     d'Erzeroum,"" 1919, p. 28.

: >honored me by reproducing my text.  Unfortunately, he has still not produced
: >the ""documents"" on ""Jews in LATVIA.""  Instead, he asks for my views on the
: >""Turkish Genocide.""  Well, that debate seems to be going on in a few hundred
: >other threads.  I'll let other people bring the usual charges, try to debunk
: >Mutlu/Argic/Cosar (a net-wide Terrorism Triangle?) and their spurious evidence.
: 
: When that does ever happen, look out the window to see if there is a
: non-fascist x-Soviet Armenian Government in the East. Now, where is
: your non-existent list of scholars? What a moronian. During the First 
: World War and the ensuing years - 1914-1920, the Armenian Dictatorship 
: through a premeditated and systematic genocide, tried to complete its 
: centuries-old policy of annihilation against the Turks and Kurds by 
: savagely murdering 2.5 million Muslims and deporting the rest from 
: their 1,000 year homeland.


How could you? Because there is none.


Like conversing with a brick wall. And you are not responding to what I 
am writing. By the way, that ""bullshit"" is justly regarded as the first 
instance of Genocide in the 20th Century acted upon an entire people.
For nearly one thousand years, the Turkish and Kurdish people lived 
on their homeland - the last one hundred under the oppressive Soviet 
and Armenian occupation. The persecutions culminated in 1914: The 
Armenian Government planned and carried out a Genocide against its 
Muslim subjects. 2.5 million Turks and Kurds were murdered and the 
remainder driven out of their homeland. After one thousand years, 
Turkish and Kurdish lands were empty of Turks and Kurds. 

The survivors found a safe heaven in Turkiye.

Today, x-Soviet Armenian government rejects the right of Turks and 
Kurds to return to their Muslim lands occupied by x-Soviet Armenia.

Today, x-Soviet Armenia covers up the genocide perpetrated by its 
predecessors and is therefore an accessory to this crime against 
humanity.

x-Soviet Armenia must pay for its crime of genocide against the Muslims 
by admitting to the crime and making reparations to the Turks and Kurds.


You may assert whatever you wish.


Ditto.

: The attempt at genocide is justly regarded as the first instance
: of Genocide in the 20th Century acted upon an entire people.
: This event is incontrovertibly proven by historians, government
: and international political leaders, such as U.S. Ambassador Mark 
: Bristol, ...


And still anxiously awaiting...

: .......so the list goes on and on and on.....
: 
: >I'm still trying to find out about those Jews in LATVIA.  Can you post those 
: >documents PLEEEEEEEASE, Mr. Argic?  Puh-leeze could you?  C'mon, it's my
: >birthday in three weeks... post them for me as a birthday present.
: 
: Remember, the issue at hand is the cold-blooded genocide of 2.5 million 
: Muslim people by the Armenians between 1914-1920, and the Armenian-Nazi 
: collaboration during World War II. Anything to add?


Remember, the issue at hand is the Armenian-Nazi collaboration during 
World War II and the Turkish Genocide. And I still fail to see how
you can challenge the following western sources.

Source: John Dewey: ""The New Republic,"" Vol. 40, Nov. 12, 1928, pp. 268-9.

""Happy the minority [Jews] which has had no Christian nation to protect it.
 And one recalls that the Jews took up their abode in 'fanatic' Turkey
 when they were expelled from Europe, especially Spain, by Saintly Christians,
 and they have lived here for centuries in at least as much tranquility and
 liberty as their fellow Turkish subjects, all being exposed alike to the
 rapacity of their common rulers. To one brought up, as most Americans have 
 been, in the Gladstonian and foreign-missionary tradition, the condition of 
 the Jews in Turkey is almost a mathematical demonstration that religious
 differences have had an influence in the tragedy of Turkey only as they
 were combined with aspirations for a political separation which every 
 nation in the world would have treated as treasonable. One readily 
 reaches the conclusion that the Jews in Turkey were fortunate..."" 

He also stated that:

""they [Armenians] traitorously turned Turkish cities over to the Russian 
 invader; that they boasted of having raised an army of one hundred and
 fifty thousand men to fight a civil war, and that they burned at least
 a hundred Turkish villages and exterminated their population.""

: >I want the documents of Jews in Latvia.  I think several other
: >people on soc.culture.greek are already disputing with you about the Turkish
: >Genocide.
: 
: Is this the joke of the month? Who, when, how, where? What a clown...


How about Prof Shaw, a Jewish scholar?

Source: Stanford J. Shaw, on Armenian collaboration with invading Russian
armies in 1914, ""History of the Ottoman Empire and Modern Turkey (Volume
II: Reform, Revolution & Republic: The Rise of Modern Turkey, 1808-1975).""
(London, Cambridge University Press 1977). pp. 315-316.

""In April 1915 Dashnaks from Russian Armenia organized a revolt in the city 
 of Van, whose 33,789 Armenians comprised 42.3 percent of the population, 
 closest to an Armenian majority of any city in the Empire...Leaving Erivan 
 on April 28, 1915, Armenian volunteers reached Van on May 14 and organized 
 and carried out a general slaughter of the local Muslim population during 
 the next two days while the small Ottoman garrison had to retreat to the
 southern side of the lake.""

""Knowing their numbers would never justify their territorial ambitions,
 Armenians looked to Russia and Europe for the fulfillment of their aims.
 Armenian treachery in this regard culminated at the beginning of the First
 World War with the decision of the revolutionary organizations to refuse
 to serve their state, the Ottoman Empire, and to assist instead other
 invading Russian armies. Their hope was their participation in the Russian
 success would be rewarded with an independent Armenian state carved out of
 Ottoman territories. Armenian political leaders, army officers, and common
 soldiers began deserting in droves.""

""With the Russian invasion of eastern Anatolia in 1914 at the beginning of
 World War I, the degree of Armenian collaboration with the Ottoman's enemy
 increased drastically. Ottoman supply lines were cut by guerilla attacks,
 Armenian revolutionaries armed Armenian civil populations, who in turn
 massacred the Muslim population of the province of Van in anticipation of
 expected arrival of the invading Russian armies.""

Source: Stanford J. Shaw, ""History of the Ottoman Empire and Modern Turkey,""
        Vol II. Cambridge University Press, London, 1979, pp. 314-317.

""...Meanwhile, Czar Nicholas II himself came to the Caucasus to make final
 plans for cooperation with the Armenians against the Ottomans, with the 
 president of the Armenian National Bureau in Tiflis declaring in response:

 'From all countries Armenians are hurrying to enter the ranks of the 
  glorious Russian Army, with their blood to serve the victory of Russian
  arms...Let the Russian flag wave freely over the Dardanelles and the
  Bosporus. Let, with Your will, great Majesty, the peoples remaining
  under the Turkish yoke receive freedom. Let the Armenian people of Turkey
  who have suffered for the faith of Christ receive resurrection for a new
  free life under the protection of Russia.'[155]

Armenians again flooded into the czarist armies. Preparations were made
to strike the Ottomans from the rear, and the czar returned to St. Petersburg
confident that the day finally had come for him to reach Istanbul.""

[155] Horizon, Tiflis, November 30, 1914, quoted by Hovannisian, ""Road to
Independence,"" p. 45; FO 2485, 2484/46942, 22083.

""Ottoman morale and military position in the east were seriously hurt, and
 the way was prepared for a new Russian push into eastern Anatolia, to be
 accompanied by an open Armenian revolt against the sultan.[156]""

[156] Hovannisian, ""Road to Independence,"" pp. 45-47; Bayur, III/1, 
pp. 349-380; W.E.D. Allen and P. Muratoff, ""Caucasian Battlefields,""
Cambridge, 1953, pp. 251-277; Ali Ihsan Sabis, ""Harb Hahralaram,"" 2 vols.,
Ankara, 1951, II, 41-160; FO 2146 no. 70404; FO 2485; FO 2484, nos.
46942 and 22083.

""An Armenian state was organized at Van under Russian protection, and it 
 appeared that with the Muslim natives dead or driven away, it might be
 able to maintain itself at one of the oldest centers of ancient Armenian
 civilization. An Armenian legion was organized 'to expel the Turks from
 the entire southern shore of the lake in preparation for a concerted
 Russian drive into the Bitlis vilayet.'[162] Thousands of Armenians from
 Mus and other major centers in the east began to flood into the new 
 Armenian state...By mid-July there were as many as 250,000 Armenians
 crowded into the Van area, which before the crisis had housed and fed
 no more than 50,000 people, Muslim and non-Muslim alike.[163]""

[162] Hovannisian, ""Road to Independence,"" p. 56; FOP 2488, nos. 127223 and
58350.

[163] BVA, Meclis-i Vukela Mazbatalari, debates of August 15-17, 1915; 
Babi-i Ali Evrak Odasi, no. 175, 321, ""Van Ihtilali ve Katl-i Ami,""
Zilkade 1333/10 September 1915.

:     Muslim population exterminated by the Armenians:


Why?

: Who gives a thunder about your pseudo-scholar jokes? I'am arguing about 
: the Armenian-Nazi colaboration during World War II. Any comment?


It could be, perhaps, your head wasn't screwed on just right. In 1941, 
while the Jews were being assembled for their doom in the Nazi concentration 
camps, the Armenian volunteers in Germany formed the first Armenian 
battalion to fight alongside the Nazis. In 1943, this battalion had 
grown into eight battalions of 20,000-strong under the command of the
former guerilla leader Dro (the butcher), who was the former dictator of the
short-lived Armenian Dictatorship (1918-1920) and the architect of the 
cold-blooded genocide of 2.5 million Turks and Kurds between 1914-1920.
An Armenian National Council was formed by the notorious Dashnak Party 
leaders in Berlin, which was recognized by the Nazis. Encouraged by 
this, the Armenians summarily formed a provisional government that endorsed 
and espoused fully the principles of the Nazis and declared themselves as the 
members of the Aryan super race and full participants to Hitler's policy of 
extermination of the Jews.

This Armenian-Nazi conspiracy against the Jews during WWII was an ""encore""
performance staged by the Armenians during WWI, when they back-stabbed and
exterminated 2.5 million Turks by colluding with the invading Russian army.

Furthermore, as McCarthy put it, the Armenian dictatorship was granted
a respite when the Ottomans admitted defeat and signed the Mudros
Armistice with the Allies (October 30, 1918). The Allies had decided
to create a Greater Armenia, including the old Russian province
of Yerevan and adjoining areas, as well as most parts of Anatolia
claimed by the Armenian fanatics. Only the area called Cilicia
(around the Ottoman province of Adana) was to be excluded, as it
had already been claimed by the French. The Allies quickly set
about attempting to disarm Ottoman soldiers and other Turks, who
could be expected to oppose their plans. 

On April 19, 1919 the British Army occupied Kars, gave civilian
and military power over to the Armenians, then withdrew. The British
planned for Kars to be included in the Armenian Dictatorship, even 
though the Russian pre-war census had shown Kars Province to be over
60% Muslim. The Turks of Kars were effectively disarmed, but the 
British could not disarm the Kurds of the mountains. The fate of
the Turks was almost an exact replica of what had occurred earlier
in Eastern Anatolia. Murder, pillage, genocide and the destruction
of Turkish homes and entire Turkish villages drove the Turks of
Kars to the mountains or south and west to the safety afforded
by remaining units of the Ottoman Army. The British had left 
the scene to the Armenian genocide squads. Therefore, few 
Europeans were present to observe the genocide. One British
soldier, Colonel Rawlinson, who was assigned to supervise the
disarmament of Otoman soldiers, saw what was occurring. 

Rawlinson wired to his superiors, 

""in the interest of humanity the Armenians should not be left in
 independent command of the Moslim population, as, their troops 
 being without discipline and not being under effective control,
 atrocities were constantly being committed."" 


Come again?

: ""These European Dashnags, with headquarters in Berlin, appealed to...

Why?

: No wonder you are in such a mess. Here are the Armenian sources on the
: Turkish Holocaust.

Why?


Obrother. Spell it out, ""list of dead Muslims"":

Source: Documents: Volume I (1919).
        ""Document No: 64,"" Archive No: 1/2, Cabin No: 109, Drawer 
        No: 4, File No: 359, Section No: 103(1435), Contents No: 3-20.
        (To Acting Supreme Command - Socialist Salah Cimcoz, Socialist 
        Nesim Mazelyah)

""Armenian gangs have been murdering and inflicting cruelties on
 innocent people of the region. This verified information, supported
 by clear statements of reliable eyewitnesses, was also confirmed by
 General Odishelidje, Commander of the Russian Caucasian Army.

 Armenians are entering every place evacuated by Russians carrying out
 murders, cruelties, rape and all kind of atrocities which cannot be
 expressed in writing, murdering all the women, children, aged people
 who happen to be in the street. These barbarous murders repeated 
 every day with new methods continue and the Russian Army has been urged
 to intervene to terminate these atrocities. Public opinion is appalled
 and horrified. Newspapers are describing the happenings as shocking.
 We have decided to inform all our friends urgently about the situation.""

        ""Document No: 65,"" Archive No: 4/3671, Cabin No: 163, Drawer 
        No: 5, File No: 2947, Section No: 628, Contents No: 3-1, 3-3.
        (To Acting Supreme Command - Commander, 3rd Army General)

""The situation in the cities of Erzincan and Erzurum which we have 
 recently taken over is given below:

 These two beautiful cities of our country which are alike in the
 calamities and destruction which they suffered, have been destroyed,
 as the specially designed and built public and private buildings of
 these cities were deliberately burnt by Armenians apart from the 
 destruction suffered during the two-year Russian occupation.

 All barracks buildings of Erzincan, the cavalry barracks in Erzurum,
 the Government building and Army Corps Headquarters are among those
 burnt. In short, both cities are burnt, destroyed and trees cut down.

 As to the people of these cities:

 All people old enough to use weapons rounded up, taken to the Sarikamis
 direction for road building and were slaughtered. The remaining people,
 were subject to cruelties and murder by Armenians following the 
 withdrawal of Russians and were partly annihilated the corpses thrown 
 into wells, burnt in houses, mutilated by bayonets, their abdomens
 ripped open in slaughterhouses, their lungs and livers torn out, girls
 and women hung up by their hair, after all kinds of devilish acts.
 The few people who were able to survive these cruelties, worse than
 those of the 'Spanish Inquisition,' are in poverty more dead than alive,
 horrified, some driven insane, about 1500 in Erzincan and 30,000 in
 Erzurum. The people are hungry and in poverty, for whatever they had
 has been taken away from them, their lands left uncultivated.

 The people have just been able to exist with some provisions found in
 stores left over from the Russians. The villages round Erzincan and 
 Erzurum are in the worst condition. Some villages on the road, have 
 been leveled to the ground, leaving no stone, the people completely
 massacred.

 Let me submit to your information with deep grief and regret that
 history has never before witnessed cruelties at such dimensions.""

:  (a long list)
:  (a long list)""

And still anxiously awaiting...

Serdar Argic",17
71,"
Yo! Watch the attributions--I didn't say that!

Again, this isn't an appropriate forum for discussions on whether you
should shoot someone for property damage/vandalism/theft, but every
responsible gun owner realizes that there are limits, and the punishment
must fit the crime. I mean, think about it--is a (really) harmless
prank worth killing over?

As I said, the situation described (punks setting off alarms and
taunting people to come out) could turn very ugly very quickly, and
it is worth being prepared when your life is potentially on the line.

				James",7
72,"
Now there's a good idea ! All you need is 20 amps DC for a few minutes, and
a good (wetware) memory (was I using wp or autocad or ...). I thought of the
same idea myself a few days ago. I've got a fairly new car battery that I take
along in my 4x4 when I go camping, and it sits around useless when I'm home.
I wish I could get a batteryless ups to use it with, or use it with a heavy
duty 5-volt regulator to supply the PC. But I guess you'd need -5v and -12v 
(and +12) too (2 more batteries ?).

An alternative would be to leave a 40 AMP battery charger hooked up to the battery
and run a 12vdc to 110vac converter running all the time, and when the power
goes out, voi-la ! the 110vac converter keeps on running off the battery ! and
then I could take the 110vac converter and my computer on the camping trips !-)

",12
73,"
You can avoid these problems entirely by installing an oil drain valve in
place of the bolt.  I have one on both of my cars.  There have been no
leaks in 210,000 miles (combined miles on both cars).",7
74,"B
BK>Is it possible to plug in 70ns or 60ns SIMMs into a motherboard saying
BK>wants 80ns simms? 

You shouldn't have troubles.  I have heard of machines having problems 
with slower than recommended memory speeds, but never faster.  

BK>Also, is it possible to plug in SIMMs of different
BK>speeds into the same motherboard?  ie - 2 megs of 70ns and 2 megs of 6
BK>or something like that?

Sure.  I have 4 70ns SIMMs in one bank and 4 60ns SIMMS in the other ( I 
have a 486 ).  I wouldn't recommend mixing speeds within a bank, just to 
be on the safe side.

-rdd    
rdesonia@erim.org

---
 . WinQwk 2.0b#0 . Unregistered Evaluation Copy
 * KMail 2.95d W-NET HQ, hal9k.ann-arbor.mi.us, +1 313 663 4173 or 3959
                                                      ",3
75,": A quick and dirty way to get higher current carrying capacity
: on PC board traces for one- or few-of-a-kind boards is to
: strip some #14 Romex house wiring cable to bare copper, form
: the bare copper to follow the trace, and solder it down.

And if it's not quick and dirty, you can get bus bars that
are stamped out with leads that insert in the PC board.",12
76,"Okay, let's suppose that the NSA/NIST/Mykotronix Registered
Key system becomes standard and I'm able to buy such a system
from my local radio shack. Every phone comes with a built in
chip and the government has the key to every phone call. 
I go and buy a phone and dutifully register the key. 

What's to prevent me from swapping phones with a friend or 
buying a used phone at a garage sale? Whooa. The secret registered
keys just became unsynchronized. When the government comes 
to listen in, they only receive gobbledly-gook because the 
secret key registered under my name isn't the right one. 

That leads me to conjecture that:

1) The system isn't that secure. There are just two master keys
that work for all the phones in the country. The part about
registering your keys is just bogus. 

or 

2) The system is vulnerable to simple phone swapping attacks
like this. Criminals will quickly figure this out and go to
town.",11
77,"I have a 1986 Acura Integra 5 speed with 95,000 miles on it. It is positively
the worst car I have ever owned. I had an 83 Prelude that had 160k miles on
it when I sold it, and it was still going strong .  This is with religious
attention to maintenance such as oil changes etc. Both cars were driven in
exactly the same manner..

  1. It has gone through two clutches (which are underrated.)
  2. 3 sets of tires (really eats tires in the front even with careful align)
  3. All struts started leaking about 25-30k miles
  4. Windshield wiper motor burned up (service note on this one)
  5. Seek stop working on radio about 20k miles
  6. Two timing belts.
  7. Constant error signals from computer.

  8. And finally. A rod bearing went out on the No. 1 piston seriously damaging
     the crankshaft, contaminating the engine etc. When the overhaul was done
     last week it required new crankshaft, one new cam shaft (has two) because
     the camshaft shattered when they tried to mill it. The camshaft took 4
     weeks to get because it is on national back order. 

     Everything on the engine is unique to the 1986 year. They went to a new
     design in 87. Parts are very expensive.",7
78,"We are developing an MS-Windows based product that uses a full screen window
to display ~24 rows of textual data.  Is there any product for Microsoft Windows
that will enable blind individuals to access the data efficiently (quickly) ??

Please email responses and I will post a summary to this group.",2
79,"Hi, I am using a dtk 386-20Mhz 13Meg memory to run a variety of
programs, and have had problems off and on with lock up,
but now I am trying to run an application that wants a lot of memory
over a period of time (Playmation 24 bit rendered) and it is 
locking up Everytime.  I have an ATI ultra + w/2Meg which I have
tried in each of the video modes, I have excluded the region of
video memory from A000-C800 segments from the use of emm386,
have tried adjusting the swap partion from large to nonexistant (to
prevent swapping) and I have REM'd ALL TSR's and utilities in config.syus
and autoexec, and even tried using the default program manager, disabling
my HP dashboard.  even with a minimal system, no swap, no smartdrv,
no TSR's, no windows utilities and exclusion of video regions it still
locks up completely (no mouse control, no response to anything except
3finger salute, and even that does not stop by the standard windows
screen, but simply does a full reset immediately).  Just about out
of ideas, anyone out there have any????  Thanks
tom branham
branham@binah.cc.brandeis.edu
",2
80,"
Yes, this is also my understanding of the majority of Islamic laws.
However, I believe there are also certain legal rulings which, in all
five schools of law (4 sunni and 1 jaffari), can be levelled against
muslim or non-muslims, both within and outside dar-al-islam. I do
not know if apostasy (when accompanied by active, persistent, and
open hostility to Islam) falls into this category of the law. I do know
that
historically, apostasy has very rarely been punished at all, let alone
by the death penalty.

My understanding is that Khomeini's ruling was not based on the
law of apostasy (alone). It was well known that Rushdie was an apostate
long before he wrote the offending novel and certainly there is no
precedent in the Qur'an, hadith, or in Islamic history for indiscriminantly
levelling death penalties for apostasy.

I believe the charge levelled against Rushdie was that of ""fasad"". This
ruling applies both within and outside the domain of an
Islamic state and it can be carried out by individuals. The reward was
not offered by Khomeini but by individuals within Iran.


I would concur that the thrust of the fatwa (from what I remember) was
levelled at the author and all those who assisted in the publication
of the book. However, the charge of ""fasad"" can encompass a
number of lesser charges. I remember that when diplomatic relations
broke off between Britain and Iran over the fatwa - Iran stressed that
the condemnation of the author, and the removal of the book from
circulation were two preliminary conditions for resolving the
""crisis"". But you are correct to point out that banning the book was not
the main thrust behind the fatwa. Islamic charges such as fasad are
levelled at people, not books.

The Rushdie situation was followed in Iran for several months before the
issuance of the fatwa. Rushdie went on a media blitz,
presenting himself as a lone knight guarding the sacred values of
secular democracy and mocking the foolish concerns of people
crazy enough to actually hold their religious beliefs as sacred. 
Fanning the flames and milking the controversy to boost
his image and push the book, he was everywhere in the media. Then
Muslim demonstrators in several countries were killed while
protesting against the book. Rushdie appeared momentarily
concerned, then climbed back on his media horse to once again
attack the Muslims and defend his sacred rights. It was at this
point that the fatwa on ""fasad"" was issued.

The fatwa was levelled at the person of Rushdie - any actions of
Rushdie that feed the situation contribute to the legitimization of
the ruling. The book remains in circulation not by some independant
will of its own but by the will of the author and the publishers. The fatwa
against the person of Rushdie encompasses his actions as well. The
crime was certainly a crime in progress (at many levels) and was being
played out (and played up) in the the full view of the media.",0
81,"
No answer.


I do not feel like the cameras were out of range.  Cameras watched the first 
confrontation.  Cameras watched the banners.  Cmaeras watched the final 
confrontation with tanks.  Cameras watched the fire.  When weren't cameras 
able to watch?  When would cameras be unable to watch people coming out with 
their hands up?


Well, that is what BATF should have done.  Either, Koresh would have gone 
peaceably as he has done in the past, or perhaps it was already too close 
to the apocalypse in his own mind.  It is hard to predict the actions of 
a leader who would not release the children when most rational people would.

Now will you answer my question up top?


",16
